user_id,origin,destination,duration_days,travel_mode,budget_usd,pets,trip_type
5821f71f-1620-423c-835a-d1c20724e1b5,Lake John,Travistown,22,train,2810,yes,business
c55e7a06-0e36-4a93-9264-f6b8e27b21ac,New Grantshire,Karenchester,30,plane,368,no,adventure
3a2042a3-bedb-4294-b37f-502634dca94f,Lake James,South Richardhaven,21,car,4885,yes,business
7dffa842-31ed-46bc-a43a-e2cb9efcaf01,Brittanyberg,North Katherineland,10,car,2731,no,romantic
cbc24842-3b13-4711-8f36-96bc01c8f97c,East Rachaelburgh,Joshuahaven,4,bus,4516,yes,romantic
e18cd645-d425-484d-95f4-d1bcfffa134a,Greenville,Port Brian,21,bus,3296,yes,leisure
154d4693-6843-4ff6-924f-767ff71c2e2a,Stevensonstad,West Danatown,5,plane,375,no,leisure
f6a64217-07d2-4f7a-ac6d-2d368b028592,West Gregg,Clarkbury,8,plane,2863,no,romantic
99427e24-d225-4212-a10b-1b642e6db850,Randallfurt,North Cody,7,plane,2542,no,adventure
c0b89510-e522-4f97-b552-e7e6ed8c05b2,West Josefort,East Jacobland,14,train,1899,no,leisure
8e29ed00-2cb1-4dd2-8297-851af3870f09,Lake Malikport,Port Erik,30,plane,2516,yes,business
c32bf08f-bc67-4372-a088-4d85eff4c6f3,Elizabethstad,Hawkinsland,22,train,3804,yes,business
4e78455c-3a05-4cc9-92a0-dcb797a8e648,Ramirezborough,Bensonport,6,car,115,no,business
9c5284d2-7784-4a6e-819e-653ff726fdcd,Leonside,West Alicia,15,train,3751,yes,adventure
f2e47eba-4979-4a61-9245-c3d51d395586,Colehaven,North Jennifer,22,plane,2781,yes,adventure
0ed0e491-266a-4080-9817-1f0b44c9b999,West James,Brittanyfort,4,bus,1005,no,business
a8ce0011-26e5-4885-9e18-1c68dae9e04c,South Rhonda,New Lori,13,car,1796,yes,adventure
6d21c266-8903-4202-b6a5-96d1ef497ce6,Lake Pamstad,Lisachester,18,plane,160,yes,business
f96e6485-fd04-4096-976d-a84a99519b48,East Eduardo,Allisonfort,25,train,1331,no,business
d8d6bdd9-15f8-446e-8717-6a355d448352,Lake Karen,Nicholsonbury,16,bus,3863,no,romantic
767135e5-2694-46ba-8f4d-65a48c9c3f12,Lopezshire,Timothyfort,6,bus,332,yes,business
6e945dc8-5690-439b-875f-9575bc2ae253,Davidtown,Lauraborough,29,bus,2177,yes,business
76c4400e-9f89-4467-97b2-6d0309d724d3,Lake David,Lake Michael,15,car,3569,yes,leisure
079e2b66-dd60-4e37-909a-e3ff50f67d9b,South Haileyview,Colemanchester,27,plane,2061,no,romantic
f4de37a5-a3ef-4db9-b645-fd490c660003,South Teresa,East Steven,23,plane,4605,yes,adventure
721bc822-921e-4722-8104-8864dca8e3ad,Lake Richard,North Derekton,22,train,790,yes,leisure
1e42311a-d996-4a0a-bcca-a4fb88596fe5,Grahamtown,Christopherburgh,3,bus,2491,yes,leisure
200b0e09-48c2-40db-a060-b5a0fa599feb,Sherylfurt,Taylorton,29,bus,2575,yes,leisure
800a2ef4-9675-4402-ae9f-74a4064450aa,North Jennifermouth,Lloydton,3,car,1091,yes,romantic
741060af-c91b-4bb1-918e-9aef8a2d21b4,Milesside,Lake Shane,22,car,3533,no,adventure
cfb8e62f-88a0-4a51-b87e-2c3c48220d1d,New David,Jonathanchester,4,car,1642,yes,adventure
1306d88d-07c2-4df8-a19e-90fa7c95d5fe,Port Susanmouth,East Stephanie,5,train,1917,yes,adventure
8a07ca3e-39c7-405f-869b-eec06a11aa5a,Hartbury,Wilcoxton,14,train,398,no,romantic
d5347654-088a-4aa2-a34e-939005d201c6,Maryport,Port David,23,train,376,yes,business
7ab89724-8579-4272-a276-2e2d48ae415a,Steinburgh,New Elijahberg,20,bus,4866,no,adventure
5828267d-a609-4c47-845c-7affe4bd4214,Rebeccaside,Kimchester,14,train,3457,no,adventure
ee73176a-c3dd-4c98-a7a3-5788055ba570,Tannerside,South Brianmouth,17,bus,3654,no,romantic
80debe73-9202-40f1-9549-b1d9a5cfb62b,Melissaview,Port Stephen,4,bus,2105,yes,business
1e1db073-6eac-433f-ac3d-8ed94877b03b,South Jose,Lake Victoriaville,27,car,4168,yes,adventure
2b38ae40-c3d9-4ca6-b52b-ddaa17be8d2c,East Brandi,New Tyler,15,plane,4474,no,adventure
cfe14bd1-98a4-48b5-b1a8-30aaa271e765,Jimenezchester,Richardhaven,14,plane,1168,no,adventure
9ffec1bf-8dee-41ff-8b71-a89b5bf758fb,Wardfort,Frenchmouth,1,train,3641,no,business
712e89cd-e29f-4623-99a3-0c8eb513544b,North Jose,East Roberthaven,25,bus,4754,yes,business
3f2c9987-8191-425e-9832-c250c563f009,Clarkchester,West Jeffreyfurt,3,plane,1023,yes,romantic
007ceefe-cf7e-4c9c-b9c5-b05994caeb76,Sheribury,Joshuaview,5,train,3826,no,business
2add7b7a-2e75-42f5-9b5d-89e75e02e986,Suarezborough,New Andrewstad,22,plane,4491,no,business
2c8c4637-adf9-46b8-a790-15ca8692d650,New Ronaldton,Lake Kyleton,1,train,4656,yes,adventure
6a582924-2c2e-44ac-90b8-ffef3c9150d5,Garciachester,Port Timothy,3,train,3986,yes,romantic
26eea39e-78a1-4471-900b-305be87fe1f4,Brayberg,New Lori,15,train,3611,no,business
3b9050b8-3954-422a-bef1-bd650c7d9dca,Kentton,Jonesmouth,18,train,825,yes,adventure
d3548308-ddad-4bd0-9dcb-6b9f9800211c,Meganside,West Doris,18,car,152,no,leisure
399612e8-bd10-488d-ba33-187a72ec6aad,West Alicia,Monroebury,13,train,2373,no,leisure
3e1c5b3f-4bd6-46f1-ad29-88f0a2aa27d2,Darleneburgh,Christinemouth,21,train,1653,yes,adventure
814e3abc-9ef0-4c7d-9c92-380a6b0cf05e,East Jeffreyview,Bettyville,29,bus,4326,no,leisure
920d15d0-f115-4162-ba14-e4a809fe8923,Bryanborough,South Stephaniestad,13,train,1656,yes,business
ace6d71e-2538-46e9-bf06-c8d1ce556930,West Melissaburgh,West Holly,3,car,2440,yes,romantic
76489e34-4f64-4207-a670-e5bde08534fe,Port Stacey,South Mike,16,car,3707,no,leisure
22aeaaa3-c341-42a1-a493-1050e1f75e1d,Lake Brianport,Port Andrew,4,plane,2126,no,romantic
e5617b69-c98a-424f-88dc-7aeba3f4678b,Smithchester,West Jenniferland,30,bus,4603,no,leisure
3e7f432a-3a69-4508-8076-bf725544c50b,South Robertofort,Cynthialand,16,train,2876,no,business
e95a4ba0-88ef-4814-aaad-9cb506b2c043,Leeburgh,Lisaberg,28,car,1191,no,adventure
024e4b01-8909-44e6-8b78-bda7a4274635,Maldonadobury,Rebeccaborough,6,car,4831,yes,adventure
bd9ba295-0b64-45e7-a39e-2d22f14e9e88,Port Lesliestad,Port Brandifurt,26,plane,3847,no,romantic
ca38bbac-cbcd-47be-8481-0c5706219e65,Hughesland,South Christopher,17,plane,1953,yes,adventure
715b2b16-0d32-4ff1-9fa3-d0653a4492a7,Smithside,South Robert,12,car,2528,yes,romantic
ba59528c-2ccf-4353-8558-48d59d9db8d8,East Davidfurt,East Renee,28,car,1282,no,business
0bbdc82b-1613-4b1d-b1fd-01c0e8505cf9,Robertstad,North Joseph,27,car,447,no,romantic
680e2d8d-fa28-4ddf-89a4-af3125ec7613,Dustinfort,Port Scott,13,train,4046,no,adventure
60f7b146-d0a6-4f0d-a28b-4b0bdaeb1c19,Port Julieville,Samanthafort,10,bus,1006,yes,romantic
5c7bda1c-8edb-40ca-b8d3-db2a2cb7fa75,North Pamelaport,North Jennifer,18,bus,3733,no,leisure
8404fd44-da37-4637-9b22-a2f4e668f905,Gonzalezfort,Donnaside,11,bus,3581,yes,leisure
08dfd885-0b18-4cbb-9269-1486092badc6,New Larrybury,Port Danielside,15,train,3092,yes,adventure
d9eeb953-618c-4706-b551-2c9af04d43c5,South Edwinborough,Williamshaven,25,car,3426,yes,adventure
c5237939-99df-4654-9324-ee0aea658a44,Carterside,New Brandon,14,car,2723,yes,business
18f081a9-44f1-4b00-88f8-543f0e530da3,Serranoport,East Deborah,19,car,2284,no,business
a31b7969-66b3-4c62-9a61-c10babf97a39,Kristaland,Hallport,8,plane,4730,no,business
3bd86683-1be9-4e74-81a1-1c5a92e1a5fc,South Jennifer,West Christopherborough,18,train,2072,yes,romantic
77802c72-ad64-40e0-b281-15f00ab4aa5a,West Karenburgh,Davidtown,10,car,2933,no,leisure
55b71088-0cd8-4f59-aea9-69b02b65afcf,Josephton,Huffmanborough,27,car,731,yes,romantic
c51ac4ad-f898-4c04-abe0-6b51f0fb471a,East Kennethville,Garybury,16,train,1706,no,romantic
4a7cc9cf-fdb3-4909-a76e-0f759ac40acd,South Brittanyburgh,North Michelle,22,bus,1589,no,romantic
4e96a0bf-74e4-4801-b8f9-73d26a46f948,Victorialand,North Stacey,16,plane,3761,no,romantic
74d86469-1c51-48a4-927c-d407f7610551,South Meghanborough,East Eric,18,plane,3578,yes,romantic
a8469f33-c971-4e82-a197-fcccdd7189ab,North Michaelchester,West Kennethshire,30,plane,4481,no,romantic
078473de-70ed-4220-b77d-a7f0245474a1,North Christopher,North James,5,train,3801,no,leisure
58405c39-f9be-496d-8f80-37f80b8ba2d6,Port Cynthiabury,New Lisaberg,7,plane,2056,yes,romantic
6e214139-928f-4f13-9f39-52155cfd91b0,North Curtistown,Martinchester,18,bus,1776,no,business
d9eb1eda-5c21-4f11-9b74-367edfeaef6e,Kennethberg,Port Williamberg,7,car,3408,no,leisure
59842273-2a91-483a-83b2-fa3e0563713a,Holmesberg,Port Tiffany,1,bus,4191,no,leisure
8135431b-b353-4f1c-80c9-f7ea53d4d4b3,Lake Jamesfurt,Lake Tanyamouth,24,car,4898,yes,business
36fdb69d-1734-438c-bb48-a578453a2b13,Christopherbury,Hendersonville,24,train,4979,yes,adventure
520243c8-02f7-4228-9010-f2a34cd76360,Markchester,Parksstad,2,train,522,no,business
8c2c96fc-2d71-4b96-9bc0-85b9f0c23bea,Jeffreyport,Carlsonchester,20,car,591,no,leisure
96b5859d-3e60-441e-9b0f-762968b62b8f,Bellburgh,Brittanychester,23,plane,3917,no,leisure
d04d618d-946b-43f9-8c3a-642b39b515ec,Jasonland,Lake Luis,22,train,4870,yes,adventure
85108149-1e37-43fc-8ee3-09187c831735,North Robert,Lake Jamesstad,8,plane,1643,yes,romantic
dc624c79-f53e-4b39-a98b-96cf8447c851,East Kenneth,Lake Lindaton,7,plane,941,yes,business
4ee936da-adfb-4f75-a332-78dc99c533b2,Josehaven,Glennport,12,plane,3582,yes,adventure
7d1949ac-7420-400e-b5d3-b4218ac1b539,Wagnerton,East Bryanshire,29,plane,3134,no,leisure
efe6e95d-1277-4eee-a630-113e938539bb,South Rebecca,Port Michelleshire,8,plane,3606,no,romantic
fa600991-4995-4dec-b34c-a964539234ae,East Andreafort,Amberport,26,bus,815,no,business
206961ad-773e-4eb6-9bab-57477c76fdaa,North Martha,Port Theresa,23,bus,4573,no,adventure
439ab3a2-ab41-43f3-9325-73f2677beb81,Butlerland,South Jordanburgh,21,car,2286,no,romantic
7e130fd8-0fc1-4a02-9d7a-a8d48c7a1137,East Christopher,South Michael,8,bus,4804,yes,leisure
daa6e119-f625-488c-bb0a-55dc62fea16a,West Gregory,Brownfurt,29,car,3253,no,romantic
fe967664-5877-43d4-a456-d61f228dc995,Sherryville,East Lawrenceberg,9,train,1025,no,leisure
7dcb0170-da41-454d-bc41-a31784fcf396,Ryanstad,Fordfort,20,bus,2576,no,adventure
7f408147-594b-441e-bcb7-21ea6b0f4808,Lake John,Martinezville,4,plane,1664,yes,romantic
a6049281-aa17-48db-9abf-a695c156ebb8,Smithhaven,West Audreyton,11,bus,3616,no,business
c1a1652e-09f1-4246-8a6e-4cf94828d866,Lisaside,South Tammyton,9,car,2270,yes,romantic
4c23abcb-9795-48dd-b89f-488ceec2939b,Port Scott,Millerside,7,car,4619,no,adventure
76b73e8e-588f-4727-9a45-6276d60eb38e,South Janeview,West Claire,30,train,3567,yes,adventure
34428afa-0ce3-47d1-a71c-f9a3efe1b211,Port Ashley,West Ashleyfurt,19,plane,1202,no,leisure
2f99fb97-4c44-4321-b285-e2ef0bbcc4e9,Vanessaville,New Briantown,21,car,4253,yes,leisure
bf200676-c379-4a6d-84dd-7a0f189d12e9,Masonberg,South Andrewview,28,train,1544,no,business
93849d80-17e7-4ac9-9cb5-35b93634a1d2,Jonathanton,Luisville,30,train,4475,no,business
737a0104-06ec-4542-a7f9-7dbe55fa4c2e,North James,Michaelborough,9,car,4226,no,business
b09b4490-dd0b-483c-9ce4-b0ea8528007c,Leblancfort,Watsonhaven,30,bus,3512,no,adventure
fb2edbe5-46d7-4af9-bbe5-242e186ede44,South Nicole,Joymouth,30,bus,3134,yes,romantic
0fd9bc8b-875d-411f-b858-1bc2380e61f8,East Rebeccatown,Millerfurt,26,plane,1957,no,leisure
2471cce7-930e-41cc-b8c5-1d7323adb91c,Coxchester,Port Christopher,27,bus,2169,no,adventure
3d3267d4-b90a-4663-89a1-630a9c730aa5,Shahstad,Stewartmouth,8,car,2323,yes,leisure
218d7af7-1d38-419b-9dd6-9af99600853a,Smallbury,Sarahfort,29,car,1347,no,romantic
bc367b96-4789-42aa-86f9-8f32e38e186d,West Jessicamouth,Myersville,8,car,2052,yes,business
22c3664d-4462-4684-b181-d6ca965d659b,West Carolyn,East Robertville,28,car,4234,no,romantic
13a639a9-f178-4448-a8c9-341cdc75b560,South Bryan,Jeanburgh,25,train,3075,yes,leisure
0f53cd9d-1f15-4fab-9076-137c3a44dc0f,Kellyfurt,North Lorraine,20,car,2330,yes,business
04cf5978-a80f-4093-898d-bb537f1a8b96,Port Tamarahaven,Alexisfurt,23,plane,4023,yes,leisure
79bf3168-7e0c-47d7-8c8b-bd64f1ce8d28,North Tammy,South Sara,27,car,4380,yes,leisure
d30cd975-ff58-4541-bfd2-00d5f1a526c1,Port Zacharyville,Justinview,20,plane,237,no,romantic
b90c6402-9ccf-4f14-8e1d-7fce0c06002c,East Mary,Dicksonland,8,car,2500,yes,romantic
8471f01c-97d3-4c60-bab5-d155a9835a40,New Scottton,New Crystal,8,car,4860,no,romantic
b244171f-45c7-48ae-bd14-463098852cf2,Karenmouth,Kellyburgh,27,train,1736,no,adventure
6350dc6d-191c-48a7-849e-9db2cbe33dc1,Fisherhaven,Powellfort,17,plane,2878,yes,leisure
ea7c4cd7-5628-42e8-8e51-a1ab104b42b8,Cindytown,Port Jenniferberg,24,train,3160,no,adventure
16a23c2e-97c4-4e80-ba06-5e2d02680ff5,East Christyberg,North Sean,21,train,2823,no,leisure
a53db8c2-ee04-469f-9657-e6ed771306e0,Samuelborough,Danielshire,3,bus,567,yes,adventure
a863a945-208f-486f-9ce2-403173badf90,Martinezside,North Gregorybury,10,bus,1632,yes,leisure
a542478b-9c54-4ee5-839b-3ed81cf77a20,Mercerfurt,Lake Cynthiahaven,13,plane,982,no,leisure
5c5b4c80-9f7f-43d2-9e94-aace952e3722,Port Priscillaport,Powellstad,5,bus,945,no,adventure
9eb91cda-bf6a-427c-a17f-b60d67e35778,New Christina,East Jason,4,car,605,no,leisure
574c2b8a-d040-45d7-b360-852df8e4f5b5,Williamsland,Port Eric,9,plane,4706,yes,romantic
b2539e0e-9cfa-4a93-837a-25dae2be04fc,Deborahbury,Port Jenniferstad,26,bus,4632,yes,romantic
a7bde6c3-04fa-40cc-95ec-09d6da0e9677,Port Loriport,West Loretta,12,plane,2317,yes,leisure
02b4b9e3-d7e2-45f6-9d49-d72298700dcc,New Johnnymouth,Zunigaland,26,train,1561,no,romantic
7362eb90-34f5-416c-8202-5244b02e560f,East Sarah,Hayleytown,18,train,4571,no,leisure
43b87d65-283e-4304-b53a-90f8e60a473a,Port Barbarabury,Port Robertbury,3,car,3365,no,adventure
9508a71a-2aa1-4fa5-ac5b-16c9512072d4,West Angel,Mcintyremouth,29,bus,1669,no,adventure
b3548eb0-c088-4e7d-9268-264b2f742c55,Murilloborough,Harrishaven,13,bus,743,no,leisure
16742c5a-121e-456f-abfc-a522c02ebe4f,Amandaberg,Bautistachester,23,train,2955,no,business
e83db3fb-a563-41c2-847e-6d2cea506b4b,Port Lindamouth,East Karen,4,car,2718,yes,leisure
b6d206f0-a466-4110-b155-8eca1bedc961,Daviston,Port Samanthastad,23,car,3407,yes,romantic
1449fda3-f57b-4e8a-a231-5190250cdac2,East Mason,East Mirandaton,22,bus,4055,yes,leisure
02c47be3-ac68-4092-9c45-d8b75f1b91f7,Lawrencefort,West Karenhaven,5,bus,2100,no,leisure
f68f5d6a-b395-4812-b940-939d5652a920,Port Stephanie,Lopeztown,22,car,2246,yes,leisure
842a516e-37af-466c-92de-31d54b429ace,Jaredville,Gregoryland,25,train,4327,no,leisure
1361e48b-c70c-4365-87fd-b01f9db7ff1c,New Deniseton,Woodshire,3,plane,3157,yes,leisure
0ea37a6a-8ede-401f-81ce-b3bc9956dab2,Jeffreyview,East Julie,11,bus,281,yes,adventure
91c56ab8-6f33-4cae-8381-a588d7aac67b,South Norma,North Lisaberg,8,bus,4249,no,leisure
60ed1715-85d0-44ee-a9c4-f7f1b63ca35f,South Benjamin,South Lanceville,22,plane,1057,no,adventure
ac2b7ccc-ba8b-4a6e-9978-e34fa5c24d4b,South Melissa,East Matthew,12,plane,4302,no,business
27229848-4c84-4f4b-9e9b-3048fe7ff3e8,East Monique,Maloneville,10,bus,3434,yes,adventure
6799cc66-cf10-4be5-92b7-0a1755d8720a,Angelafurt,Esparzaton,8,plane,1223,no,leisure
62e6161e-6977-4600-a1c4-702290660a48,Bartlettland,Bennettview,17,plane,2206,no,adventure
9f212244-387e-41b2-b02d-11cacefbfd6a,Nathanfort,Lake Justinshire,21,plane,2864,yes,business
ffccc122-ed3d-4f50-8f63-c7292f4f3779,Lake Christophermouth,Darleneborough,24,train,4311,yes,romantic
32439bbc-c4f7-43be-ae7b-8812dde0ce05,Port Davidborough,Port Andrewfurt,15,train,842,no,business
c70d6bd6-0980-4e88-a4c3-1fb422aa2d12,Griffintown,South Kennethshire,19,bus,4383,no,leisure
01cbe899-4de3-4bba-8b85-eac1c3723df4,Madisonberg,Scottport,23,train,990,no,leisure
b69fa78c-5eba-4027-8d48-9dbcdb4f801b,Catherinefort,Diazfort,27,car,3089,yes,romantic
72bbd4f5-d3a3-4558-9620-212ee00181a5,Jamesstad,Debraland,16,car,503,yes,business
c7054b65-5269-47f6-a682-0b1e59824516,Lake Matthewbury,Johnsonport,7,plane,1205,yes,romantic
3adc6c34-1f21-4338-9e17-d062edca4d91,Davistown,Courtneymouth,12,train,4300,yes,leisure
b5a797d1-4b06-4f45-969d-b1ff07123971,Smithport,Lake Adrienne,24,plane,651,no,romantic
e5bc8bf1-6d54-4e45-b361-d4c4b35c298c,South Russellburgh,Watsonfurt,8,car,4116,no,romantic
3a574234-4249-4c03-9880-e4adb6c8f69d,South Joseph,Catherinemouth,26,car,4240,no,leisure
4116b35e-1a60-44d0-b348-6e5596b3b683,Shannonton,Lambfurt,23,car,266,yes,adventure
536983b0-73ad-462f-9194-72fc56b2dc3f,Maxwellport,Bryantown,30,bus,2011,yes,adventure
3a0f2623-f127-47ce-94df-5d943a149719,Lake Christinebury,Scottton,13,train,1847,yes,romantic
ede68bb3-867f-4342-ab54-e43e3807a421,North Lisa,Burkefurt,6,plane,1396,yes,adventure
fc50149b-fc30-4f17-9721-c1e849df7097,Mollyside,Christopherborough,28,car,113,no,romantic
6327608d-a7d0-4112-aef4-ccb37b308934,Lake Jessicaside,Haneystad,22,bus,3014,no,romantic
745d6277-977f-435a-8e70-847dfa260d03,Gomezmouth,New Danielle,20,bus,4478,no,adventure
9e74f790-a619-4143-923b-901c36c7f545,West Jacob,Dawnchester,12,plane,2686,yes,adventure
6c1a934b-df35-457d-bbef-042d2e004df1,North Erin,Wilsontown,28,train,520,no,business
702b6c68-5552-490f-99f1-0a5a3bdfe6f7,Jonathanton,Pattersonport,6,plane,785,yes,adventure
878d062a-98c8-4124-ad06-61aab63d1b7f,South Cynthiaborough,Alistad,14,car,4379,no,adventure
77495554-51a3-4446-818c-164077caddfc,East Aaronburgh,Victorfurt,24,car,2123,no,romantic
1e9821ac-f632-405a-98db-713532948827,Lake Johnnybury,Lake Thomas,30,bus,3049,no,romantic
e8afb5a3-144d-4e18-8828-b7956ede9aea,West Gabrielleburgh,Toddchester,10,car,4152,no,adventure
5b538123-a856-4ae9-9c36-3432d81985cb,East Vanessa,South Nathan,10,car,1915,no,leisure
66b31819-fca2-49d2-b10d-3083abc20072,Hillchester,North Biancaburgh,18,train,1353,no,business
1a5a861e-9af3-4188-8ff6-fa32a8d230e1,Michaelland,Charlesville,11,plane,3105,yes,adventure
f6fff31b-3df1-40d3-9906-d06e8124e4fd,Lake Melissa,Stephenfurt,14,bus,4770,no,leisure
b775d128-ece7-4bd7-93f6-b5fb2f3e06e4,South Doris,Duffytown,1,train,1831,no,romantic
fc0896d7-9118-4c13-a096-a3fd031123c3,North Jeanetteton,Allenhaven,11,plane,482,no,business
4acbfab1-0936-48c6-922a-9ac9977ab6d5,South Kenneth,West Victoria,28,bus,2467,no,romantic
9cae31e0-a861-4705-b224-416d2123afb0,Joshuashire,Williamsmouth,29,train,266,no,leisure
6ea3b313-609d-4874-aba4-ed6c02423d96,Nathanberg,Monicashire,29,train,2016,no,leisure
1fd0d122-21ec-40c7-9b56-cee514d6771f,Ramosburgh,Martinberg,5,bus,2170,no,leisure
121d849d-3791-4df8-ab20-1912f22cef32,Craigfurt,Smithmouth,6,train,1968,no,business
6b7db368-dd7c-42fe-a3ea-544088c141d8,South Chelsea,Martinstad,25,plane,2034,yes,adventure
adeb7333-afac-4a60-bbcd-c088c51e895d,Lake Allison,Brettport,2,car,1946,yes,romantic
dec5e418-9ae8-4e68-b47d-ff4e26e35ce7,South Ann,East Kristen,1,bus,1242,no,leisure
234df571-e05b-4355-9aef-4adad55553af,New Tanya,Cathyview,27,bus,2195,yes,business
af2be300-cc14-4e07-a5da-919fb6832714,Brittanymouth,West Scottchester,4,plane,3553,yes,business
a6ec93a6-254c-4b73-9311-f2f817aa2d01,Williamstown,Parksshire,14,car,617,yes,business
1aa947c5-d9c2-45cb-88e3-a106d7053240,Hensleyfort,Pollardtown,4,plane,2035,no,leisure
e30a4e04-1767-4d88-b6a3-33eaae02c10b,Harveyfurt,South Karenhaven,15,train,3453,yes,leisure
264b9f0d-1f05-4bc7-9f01-d1b45c24d54b,Bushton,South Janice,16,car,2211,yes,business
254b11f4-1609-47f0-b8b9-22f55e648469,South Paula,Eddiebury,7,bus,2057,no,adventure
9ef0e944-d280-46f3-a6dd-361a9d7f8d1a,Lake Danielmouth,Samueltown,19,plane,2999,no,business
104ba21a-9b5f-4ee0-ba48-c07a7453936f,Jamesview,Annamouth,19,plane,631,yes,leisure
24fb8fe2-089e-4370-a2a0-1776eaa497ba,South Edward,North Dennismouth,11,plane,4916,no,adventure
0fe3598d-7817-4a9f-9f3d-10784e10746c,North Tyler,Melissatown,7,car,639,yes,romantic
5ebca048-dc45-42c2-a3c6-039388d65463,Jamesfort,Port Ashley,6,bus,4833,yes,business
b0d167d8-24a5-437c-accb-2f36b6ff1eb0,Williamsonmouth,North Jamieville,18,car,438,no,business
b88372b3-2775-4a1b-82b1-837bf06537bd,Port Donald,Rogersborough,30,bus,1387,yes,business
50543096-fcb6-41dd-97fc-c2c374f56971,West Kelseyborough,Lake Jeff,26,train,3890,no,romantic
5b237b02-1d78-4b86-86df-1270f5a8e8ab,Matthewchester,East Williamtown,22,plane,1351,no,adventure
4fed8a79-905c-4459-85de-837d4d84d1b4,Keithport,Toddview,23,plane,811,yes,adventure
f6c1fe65-c853-4d15-b893-15b92ff37a3c,Petermouth,Barbaraville,4,car,563,no,leisure
680c84ca-f419-47b5-8c2d-89513cfa10d0,Smithberg,Justinberg,12,bus,2362,no,leisure
063db9a6-002a-4828-a949-71729d185b2f,South Thomas,Lake Tracieburgh,17,train,603,no,business
2595a8e1-fc1f-4826-a5d7-3c46543eea1f,West Robin,Berrystad,2,bus,4602,yes,leisure
07b907e0-080c-4ce9-9f84-06d4e28682c7,New Deanna,North Aaron,4,car,3304,yes,business
1a0709e2-eab6-4fe4-95e2-bb65c57cd0af,Coltonland,New Antonioland,24,plane,195,no,adventure
a9546601-1c85-4bea-9e10-944a948e41c2,South Henryview,Petersberg,28,plane,1709,yes,adventure
626a761e-9a58-43a6-84b4-54b3195bd58f,Edwardsside,South Dawn,16,car,1124,no,business
ab7b6df9-c5cb-4b89-9a2e-5aaa83407fdf,Bradleyfurt,Port Jacob,29,bus,347,yes,business
004669a0-2145-412a-b751-804e34e99a22,Bradleystad,Thomasfort,6,train,2892,no,leisure
790e8187-53c0-4779-855b-c268d0928678,Lake Kyliehaven,South Heather,24,train,278,no,leisure
7d391093-9a2b-4618-a369-34c58b89bfbf,Maryfurt,South Baileyberg,1,bus,2890,no,leisure
06fa8a6f-7c3d-4514-bfcc-ec2713996380,Curtisfurt,Hernandeztown,7,train,1290,yes,romantic
69fa7770-c21b-4c5e-8f1d-e3bd7594f671,Tapiachester,West Antonio,10,car,1938,yes,romantic
e4629806-3b52-4441-8103-62568c80e65e,Jonesville,Jasminfurt,2,bus,2768,yes,business
f4ffaf3a-66e6-40db-9a90-93423c12cb38,North Shannonbury,Ashleyland,9,train,3743,no,adventure
